chr	start	end	copy
1	30500001	31000000	0.049065271800241436
1	31000001	31500000	0.021976140738043666
1	31500001	32000000	-0.060421162145378786
1	32000001	32500000	0.025459487128977304
1	32500001	33000000	-0.051428487789174575
1	33000001	33500000	-0.06322450408741591
1	33500001	34000000	0.004609248458151627
1	34000001	34500000	0.06129153119091572
1	34500001	35000000	0.030454782805302238
1	35000001	35500000	-0.019578477200015536
1	35500001	36000000	-0.07132899418717517
1	36000001	36500000	-0.04205530722150134
1	36500001	37000000	-0.05303024156760123
1	37000001	37500000	0.07507399420116832
1	37500001	38000000	0.03699608851634745
1	38000001	38500000	-0.003379604306138322
1	38500001	39000000	0.024608290169529236
1	39000001	39500000	-0.027108309890630556
1	39500001	40000000	-0.08057912990059937
1	40000001	40500000	-0.009248306780696647
1	40500001	41000000	-0.060411327226781074
1	41000001	41500000	-0.023843551939253846
1	41500001	42000000	0.005681463294096625
1	42000001	42500000	0.010355905633815226
1	42500001	43000000	-0.029350810011443962
1	43000001	43500000	-0.0100257080661674
1	43500001	44000000	-0.003120050163513889
1	44000001	44500000	0.02119914388761476
1	44500001	45000000	-0.02888165514530081
1	45000001	45500000	-0.012119793062999661
1	45500001	46000000	-0.06737251059692273
1	46000001	46500000	-0.06448306560773835
1	46500001	47000000	-0.002228332527221914
1	47000001	47500000	-0.0016463596753507545
1	47500001	48000000	-0.059042910611330254
1	48000001	48500000	0.07312608599405979
1	48500001	49000000	-0.036281658660480165
1	49000001	49500000	0.05383496247574898
1	49500001	50000000	-0.0058617938559611974
1	50000001	50500000	-0.0495162704355703
1	50500001	51000000	-0.0017824900429800651
1	51000001	51500000	-0.05004895000103436
1	51500001	52000000	-0.103243443964841
1	52000001	52500000	-0.04905695947876585
1	52500001	53000000	-0.05575797574160487
1	53000001	53500000	-0.08758434907871075
1	53500001	54000000	0.04541533331607045
1	54000001	54500000	-0.0010757136363253195
1	54500001	55000000	0.0035271069257135565
1	55000001	55500000	0.02015995180484217
1	55500001	56000000	0.003952840903263447
1	56000001	56500000	-0.0018653182782915898
1	56500001	57000000	0.013966604440753268
1	57000001	57500000	-0.0010269730499649278
1	57500001	58000000	0.0005282605136948597
1	58000001	58500000	-0.013976531044024468
1	58500001	59000000	-0.002128875487356503
1	59000001	59500000	-0.007315178455542758
1	59500001	60000000	0.017187250547852757
1	60000001	60500000	-0.02718774848200593
1	60500001	61000000	-0.028781676032835594
1	61000001	61500000	-0.05332504144546364
1	61500001	62000000	-0.11836756450054535
1	62000001	62500000	-0.1487457868593003
1	62500001	63000000	-0.05291462123226144
1	63000001	63500000	-0.021423427212362393
1	63500001	64000000	-0.0047500696756660925
1	64000001	64500000	-0.04831638361574891
1	64500001	65000000	-0.06372922839079433
1	65000001	65500000	-0.06488320405394656
1	65500001	66000000	-0.09500070369488972
1	66000001	66500000	0.03905486901096088
1	66500001	67000000	0.010152931324795951
1	67000001	67500000	0.011566278922181638
1	67500001	68000000	0.05233358892978057
1	68000001	68500000	0.0446307092696934
1	68500001	69000000	0.0026528033227844567
1	69000001	69500000	0.048879756331024815
1	69500001	70000000	0.02471957598763071
1	70000001	70500000	-0.0008008813274388969
1	70500001	71000000	-0.025471800478331072
1	71000001	71500000	-0.007154340621515643
1	71500001	72000000	-0.01190311176772714
1	72000001	72500000	0.041957699629196266
1	72500001	73000000	-0.04307893788863631
1	73000001	73500000	0.011345774555812942
1	73500001	74000000	0.00656594011817916
1	74000001	74500000	0.028239663086833133
1	74500001	75000000	0.03044367731566594
1	75000001	75500000	0.03380843300517512
1	75500001	76000000	0.012757027756678125
1	76000001	76500000	-0.00896839202836707
1	76500001	77000000	-0.00760734551461054
1	77000001	77500000	0.032693214892188655
1	77500001	78000000	0.011553055900646229
1	78000001	78500000	-0.030352347260155652
1	78500001	79000000	0.02242151049535572
1	79000001	79500000	0.03359381377747662
1	79500001	80000000	0.01598488020944458
1	80000001	80500000	0.008752101629452426
1	80500001	81000000	0.016596074431281995
1	81000001	81500000	0.027309702611066137
1	81500001	82000000	-0.00043955769705893356
1	82000001	82500000	0.000952737853330364
1	82500001	83000000	0.019605765628615664
1	83000001	83500000	0.019637595410307997
1	83500001	84000000	-0.04662601549404283
1	84000001	84500000	0.030289623213846244
1	84500001	85000000	0.03547154639937295
1	85000001	85500000	0.01989956062747673
1	85500001	86000000	0.022820489202716038
1	86000001	86500000	-0.049847046125035016
1	86500001	87000000	-0.04432298545779828
1	87000001	87500000	-0.060241928747445286
1	87500001	88000000	0.0018045872944935524
1	88000001	88500000	0.0311339440245076
1	88500001	89000000	0.03413536026742136
1	89000001	89500000	-0.009791735246210038
1	89500001	90000000	0.01271049198069919
1	90000001	90500000	0.04201977744841748
1	90500001	91000000	0.02444074952024398
1	91000001	91500000	0.015556585754005354
1	91500001	92000000	0.010280973232180515
1	92000001	92500000	0.015500431911862894
1	92500001	93000000	-0.029792690905992087
1	93000001	93500000	-0.02743224204098954
1	93500001	94000000	-0.00700946867458198
1	94000001	94500000	0.05533290469527807
1	94500001	95000000	0.030392770328068197
1	95000001	95500000	0.09076973018807001
1	95500001	96000000	-0.004722711379442383
1	96000001	96500000	0.041704748479000985
1	96500001	97000000	0.0025348988404703537
1	97000001	97500000	-0.03346665605662185
1	97500001	98000000	-0.03946889025477459
1	98000001	98500000	-0.031567074084732215
1	98500001	99000000	-0.04176103796036669
1	99000001	99500000	-0.047346570789328725
1	99500001	100000000	-0.042596402403069965
1	100000001	100500000	-0.05584481797016803
1	100500001	101000000	-0.060159036202410046
1	101000001	101500000	-0.041925308612160594
1	101500001	102000000	-0.016032385990322136
1	102000001	102500000	-0.037561263618030964
1	102500001	103000000	-0.03593099333583657
1	103000001	103500000	-0.06917411942689317
1	103500001	104000000	
1	104000001	104500000	-0.09735629989573191
1	104500001	105000000	-0.03744097281808141
1	105000001	105500000	-0.044838925461131454
1	105500001	106000000	-0.05352904005077776
1	106000001	106500000	-0.05626154491114653
1	106500001	107000000	-0.05460643511419602
1	107000001	107500000	-0.022087708953864492
1	107500001	108000000	-0.0063997728742458205
1	108000001	108500000	-0.004825288351864959
1	108500001	109000000	-0.4539242330349083
1	109000001	109500000	-0.11117760923609887
1	109500001	110000000	-0.05136525634488735
1	110000001	110500000	-0.011832821695735999
1	110500001	111000000	0.01679837989975771
1	111000001	111500000	0.01370987493078596
1	111500001	112000000	-0.015088161771153855
1	112000001	112500000	0.015092436539842836
1	112500001	113000000	-0.03732501752333572
1	113000001	113500000	-0.088308338509593
1	113500001	114000000	-0.04321408622844182
1	114000001	114500000	-0.06368703356859755
1	114500001	115000000	0.019464264435553998
1	115000001	115500000	-0.07611652755512628
1	115500001	116000000	-0.0076263641406531255
1	116000001	116500000	-0.03662247220656417
1	116500001	117000000	-0.08205993510916071
1	117000001	117500000	-0.047897365286394565
1	117500001	118000000	-0.11581954338907968
1	118000001	118500000	-0.07766433641608574
1	118500001	119000000	0.001562993941191175
1	119000001	119500000	0.040770019626490656
1	119500001	120000000	0.035473409702514884
1	120000001	120500000	0.0954924073651264
1	120500001	121000000	
1	121000001	121500000	
1	121500001	122000000	
1	122000001	122500000	
1	122500001	123000000	
1	123000001	123500000	
1	123500001	124000000	
1	124000001	124500000	
1	124500001	125000000	
1	125000001	125500000	
1	125500001	126000000	
1	126000001	126500000	
1	126500001	127000000	
1	127000001	127500000	
1	127500001	128000000	
1	128000001	128500000	
1	128500001	129000000	
1	129000001	129500000	
1	129500001	130000000	
1	130000001	130500000	
1	130500001	131000000	
1	131000001	131500000	
1	131500001	132000000	
1	132000001	132500000	
1	132500001	133000000	
1	133000001	133500000	
1	133500001	134000000	
1	134000001	134500000	
1	134500001	135000000	
1	135000001	135500000	
1	135500001	136000000	
1	136000001	136500000	
1	136500001	137000000	
1	137000001	137500000	
1	137500001	138000000	
1	138000001	138500000	
1	138500001	139000000	
1	139000001	139500000	
1	139500001	140000000	
1	140000001	140500000	
1	140500001	141000000	
1	141000001	141500000	
1	141500001	142000000	
1	142000001	142500000	
1	142500001	143000000	
1	143000001	143500000	
1	143500001	144000000	
1	144000001	144500000	
1	144500001	145000000	
1	145000001	145500000	1.1534080809933864
1	145500001	146000000	
1	146000001	146500000	
1	146500001	147000000	0.0302223264792349
1	147000001	147500000	0.15929732184697487
1	147500001	148000000	0.0930778323804201
1	148000001	148500000	
1	148500001	149000000	
1	149000001	149500000	
1	149500001	150000000	
1	150000001	150500000	-0.02059492027926653
1	150500001	151000000	-0.033970325426266955
1	151000001	151500000	-0.02202304011238175
1	151500001	152000000	0.041576176843512086
1	152000001	152500000	0.05698397303673874
1	152500001	153000000	-0.012480800315590042
1	153000001	153500000	0.07517007986969522
1	153500001	154000000	0.014046561789124784
1	154000001	154500000	0.012950664465769911
1	154500001	155000000	0.06899154817559067
1	155000001	155500000	-0.012901801765148265
1	155500001	156000000	0.015954832272305985
1	156000001	156500000	0.08087435199253717
1	156500001	157000000	0.08311625812736773
1	157000001	157500000	0.08720189972620203
1	157500001	158000000	0.04297319625018768
1	158000001	158500000	0.016981530295893416
1	158500001	159000000	0.027313738253960905
1	159000001	159500000	0.020848542233561775
1	159500001	160000000	0.04086417468995393
1	160000001	160500000	0.030930604949143792
1	160500001	161000000	0.08322106161356937
1	161000001	161500000	0.12867869827309258
1	161500001	162000000	0.055411152943716076
1	162000001	162500000	0.07148405976561219
1	162500001	163000000	0.015876171476434567
1	163000001	163500000	0.0399101772539647
1	163500001	164000000	0.027204852381502456
1	164000001	164500000	0.026442648358806116
1	164500001	165000000	0.06696706893060236
1	165000001	165500000	0.07263155703822927
1	165500001	166000000	0.05630584954044413
1	166000001	166500000	0.057158051050772665
1	166500001	167000000	0.036575782180693836
1	167000001	167500000	0.0474509597725477
1	167500001	168000000	0.03880621998045539
1	168000001	168500000	0.05462222322091398
1	168500001	169000000	0.03310510644395891
1	169000001	169500000	-0.010339143985465113
1	169500001	170000000	-0.006965280844403692
1	170000001	170500000	0.011623430091691842
1	170500001	171000000	0.033080983098450145
1	171000001	171500000	0.006438188668948511
1	171500001	172000000	0.029062547776545634
1	172000001	172500000	0.017708377341327866
1	172500001	173000000	0.035232363350444114
1	173000001	173500000	0.0390635814844186
1	173500001	174000000	-0.01069590932137727
1	174000001	174500000	-0.026632416364865266
1	174500001	175000000	-0.020790830391923372
1	175000001	175500000	0.10804867090581848
1	175500001	176000000	0.05060645186943623
1	176000001	176500000	0.03404244036576642
1	176500001	177000000	0.04888747766798564
1	177000001	177500000	0.08331764820076328
1	177500001	178000000	0.07393905173893839
1	178000001	178500000	0.003886297807702278
1	178500001	179000000	0.00042083548127220773
1	179000001	179500000	0.005994636254402932
1	179500001	180000000	-0.01927316525920845
1	180000001	180500000	0.005491931004444164
1	180500001	181000000	0.05504819193438467
1	181000001	181500000	0.07469753627645499
1	181500001	182000000	0.07667111224458657
1	182000001	182500000	0.042398810063926096
1	182500001	183000000	0.029098742470495455
1	183000001	183500000	0.03035534798067155
1	183500001	184000000	0.048588687958879904
1	184000001	184500000	0.039411285471272345
1	184500001	185000000	0.02403498560410241
1	185000001	185500000	0.014142377728663308
1	185500001	186000000	0.03076169109684327
1	186000001	186500000	0.03957626155227848
1	186500001	187000000	-0.0025082587874024763
1	187000001	187500000	0.0011919590636464024
1	187500001	188000000	-0.043946286938065474
1	188000001	188500000	0.042560304140014216
1	188500001	189000000	-0.013369245828980178
1	189000001	189500000	0.008957354867851958
1	189500001	190000000	0.022624439583301712
1	190000001	190500000	
1	190500001	191000000	-0.0161188656366533
1	191000001	191500000	0.013775165610223418
1	191500001	192000000	0.010299946824652082
1	192000001	192500000	0.03255252369361592
1	192500001	193000000	-0.002261441975915454
1	193000001	193500000	0.029250027645730783
1	193500001	194000000	0.013742257100135366
1	194000001	194500000	-0.0121031616070005
1	194500001	195000000	-0.0037861474948374433
1	195000001	195500000	0.0005023866446603944
1	195500001	196000000	0.006064107969653611
1	196000001	196500000	0.02986714530962023
1	196500001	197000000	0.02254216993695052
1	197000001	197500000	0.005288279359725804
1	197500001	198000000	0.01397007823424959
1	198000001	198500000	0.02325979813283454
1	198500001	199000000	0.019879190339096194
1	199000001	199500000	0.042099005220547346
1	199500001	200000000	-0.024435927436582332
1	200000001	200500000	0.002336197946997953
1	200500001	201000000	0.001975524091036075
1	201000001	201500000	0.13659373064642968
1	201500001	202000000	0.07180733372425663
1	202000001	202500000	0.005543719026918464
1	202500001	203000000	0.044013007599011104
1	203000001	203500000	0.08318171943515626
1	203500001	204000000	0.00549671411096361
1	204000001	204500000	0.07322877201375569
1	204500001	205000000	0.11337431362456812
1	205000001	205500000	0.08880889499371294
1	205500001	206000000	
1	206000001	206500000	
1	206500001	207000000	0.09849095371994884
1	207000001	207500000	0.04242132939240228
1	207500001	208000000	0.08032327786218584
1	208000001	208500000	0.040468004219980785
1	208500001	209000000	0.06304112201122182
1	209000001	209500000	0.053870488419076136
1	209500001	210000000	0.0924929438329723
1	210000001	210500000	-0.041134217756394045
1	210500001	211000000	0.08289591367212067
1	211000001	211500000	0.0347242959386287
1	211500001	212000000	0.016533450008863616
1	212000001	212500000	0.02065430761254363
1	212500001	213000000	0.014230870453071334
1	213000001	213500000	-0.012141295060569535
1	213500001	214000000	0.053678382682075934
1	214000001	214500000	0.05502880703212007
1	214500001	215000000	0.024973433332538802
1	215000001	215500000	0.019306918815024523
1	215500001	216000000	0.028638139391746704
1	216000001	216500000	0.03011955278693456
1	216500001	217000000	0.04359219807508142
1	217000001	217500000	0.02617503305366762
1	217500001	218000000	-0.030311347733727807
1	218000001	218500000	0.018450100918737264
1	218500001	219000000	0.05174254480682601
1	219000001	219500000	0.016525740769794652
1	219500001	220000000	0.031403418584857526
1	220000001	220500000	-0.026967512528069133
1	220500001	221000000	0.03787984561131769
1	221000001	221500000	0.04506319787638138
1	221500001	222000000	0.04169194831928539
1	222000001	222500000	0.04427162399246071
1	222500001	223000000	-0.0004500796771889634
1	223000001	223500000	0.0611110424194119
1	223500001	224000000	
1	224000001	224500000	-0.0054439863854051935
1	224500001	225000000	0.051263531870813166
1	225000001	225500000	-0.012257276818853175
1	225500001	226000000	0.00319455095216595
1	226000001	226500000	-0.003297436605211463
1	226500001	227000000	0.09577598509454445
1	227000001	227500000	-0.0017841861004570538
1	227500001	228000000	0.03931622467038873
1	228000001	228500000	0.08588896208209516
1	228500001	229000000	0.25509008392935273
1	229000001	229500000	0.038449164972887945
1	229500001	230000000	-0.022732695458464982
1	230000001	230500000	0.0030734410391947842
1	230500001	231000000	0.009052000254797438
1	231000001	231500000	-0.026064525398128716
1	231500001	232000000	-0.0829551155139534
1	232000001	232500000	0.0677241727921027
1	232500001	233000000	0.043433663933148084
1	233000001	233500000	0.04670617109861179
1	233500001	234000000	0.021176537822984343
1	234000001	234500000	0.06020312865611274
1	234500001	235000000	-0.03208257520633133
1	235000001	235500000	
1	235500001	236000000	-0.0004312658352076106
1	236000001	236500000	-0.04248986603280821
1	236500001	237000000	-0.12302192906871295
1	237000001	237500000	-0.06997920642225787
1	237500001	238000000	-0.132549795153963
1	238000001	238500000	-0.10361419423687479
1	238500001	239000000	-0.09965338461937072
1	239000001	239500000	-0.04271373601656515
1	239500001	240000000	0.04007430955673909
1	240000001	240500000	-0.007963231272088754
1	240500001	241000000	-0.014027300690133384
1	241000001	241500000	0.008020331520835217
1	241500001	242000000	0.015701140941785492
1	242000001	242500000	0.005114711588403281
1	242500001	243000000	-0.008726923623182241
1	243000001	243500000	-0.04723857773003046
1	243500001	244000000	0.024736080434242524
1	244000001	244500000	0.034331152615490114
1	244500001	245000000	-0.029657966215599248
1	245000001	245500000	0.002682925330749534
1	245500001	246000000	0.039067907564856466
1	246000001	246500000	0.0485359441634584
1	246500001	247000000	0.033551422916937475
1	247000001	247500000	-0.0040697413550149905
1	247500001	248000000	0.0312503698706143
1	248000001	248500000	-0.026373324761824406
1	248500001	249000000	
1	249000001	249500000	
2	1	500000	
2	500001	1000000	-0.021517843821690804
2	1000001	1500000	-0.03531327127192394
2	1500001	2000000	0.03754669175456158
2	2000001	2500000	-0.024848705079068927
2	2500001	3000000	0.04593854279813969
2	3000001	3500000	0.01918815479603562
2	3500001	4000000	
2	4000001	4500000	-0.07001647186997625
2	4500001	5000000	-0.0141144095910207
2	5000001	5500000	
2	5500001	6000000	0.00012026659566797557
2	6000001	6500000	-0.023150898140779613
2	6500001	7000000	-0.028573371803170225
2	7000001	7500000	0.013178274709706606
2	7500001	8000000	-0.03107568645469841
2	8000001	8500000	0.006933466829139977
2	8500001	9000000	-0.01912809076462074
2	9000001	9500000	-0.011115061129831271
2	9500001	10000000	-0.01903006277289184
2	10000001	10500000	0.006825189871402224
2	10500001	11000000	-0.017972348251111582
2	11000001	11500000	-0.006475071455785557
2	11500001	12000000	-0.013361458308624747
2	12000001	12500000	0.00026882555357745334
2	12500001	13000000	-0.02094047374813472
2	13000001	13500000	-0.049939128666573095
2	13500001	14000000	-0.05302077661203482
2	14000001	14500000	-0.04613548618278901
2	14500001	15000000	-0.030212828404167825
2	15000001	15500000	0.0009720798733321165
2	15500001	16000000	-0.03954992755536863
2	16000001	16500000	
2	16500001	17000000	0.03762187379190337
2	17000001	17500000	-0.05244188216792041
2	17500001	18000000	-0.03729396266709934
2	18000001	18500000	-0.030939381847295024
2	18500001	19000000	-0.0002954272808204617
2	19000001	19500000	0.03393238551499674
2	19500001	20000000	-0.0012342010933083494
2	20000001	20500000	-0.017543989755346174
2	20500001	21000000	-0.005566041997349966
2	21000001	21500000	
2	21500001	22000000	-0.02222741915756171
2	22000001	22500000	-0.04517451595711171
2	22500001	23000000	-0.007691941916898745
2	23000001	23500000	0.005399887953333847
2	23500001	24000000	0.06925611753327673
2	24000001	24500000	-0.003360303475341771
2	24500001	25000000	-0.0323678788204073
2	25000001	25500000	0.042870952908236906
2	25500001	26000000	0.004067875790072518
2	26000001	26500000	-0.0306856501282688
2	26500001	27000000	0.07839641366264723
2	27000001	27500000	0.07129554621801222
2	27500001	28000000	0.014550098700482093
2	28000001	28500000	0.031058098322036553
2	28500001	29000000	0.06241546247876419
2	29000001	29500000	0.034937324740394786
2	29500001	30000000	0.07849432038455878
2	30000001	30500000	0.10074145488588444
2	30500001	31000000	0.049060124884409737
2	31000001	31500000	0.07953309031648112
2	31500001	32000000	
2	32000001	32500000	-0.04328160754774754
2	32500001	33000000	-0.0665896539535488
2	33000001	33500000	
2	33500001	34000000	-0.04567783449415977
2	34000001	34500000	-0.03128137681092202
2	34500001	35000000	-0.11315212846327401
2	35000001	35500000	-0.04179196637364537
2	35500001	36000000	-0.04205766470898513
2	36000001	36500000	-0.025155053604281823
2	36500001	37000000	-0.019622346254220234
2	37000001	37500000	-0.0816891080113928
2	37500001	38000000	0.08311755022787165
2	38000001	38500000	-1.628313448036842e-5
2	38500001	39000000	-0.014103801732121031
2	39000001	39500000	-0.07861216956308781
2	39500001	40000000	-0.0501976884009225
2	40000001	40500000	-0.027808327286057442
2	40500001	41000000	-0.03848873469536374
2	41000001	41500000	-0.02834849979449508
2	41500001	42000000	-0.047341510199961565
2	42000001	42500000	-0.027207150584043126
2	42500001	43000000	-0.07419579046948153
2	43000001	43500000	0.03543241252823661
2	43500001	44000000	-0.05796625877190848
2	44000001	44500000	-0.048025601953350754
2	44500001	45000000	-0.0626374552604076
2	45000001	45500000	-0.04790582127715962
2	45500001	46000000	0.009148411198985464
2	46000001	46500000	-0.0030541813029222493
2	46500001	47000000	-0.015490557599986018
2	47000001	47500000	0.01080027140785613
2	47500001	48000000	-0.02233028313214764
2	48000001	48500000	-0.04725322608266585
2	48500001	49000000	-0.07688943174203539
2	49000001	49500000	-0.020746146232111816
2	49500001	50000000	-0.054031278898821575
2	50000001	50500000	-0.009143396411390788
2	50500001	51000000	-0.029747065537922463
2	51000001	51500000	-0.03357523810268352
2	51500001	52000000	-0.03169407044277066
2	52000001	52500000	-0.07640354897962033
2	52500001	53000000	-0.03928107100920338
2	53000001	53500000	-0.02573997313860786
2	53500001	54000000	-0.01893309796877118
2	54000001	54500000	-0.09598876529990542
2	54500001	55000000	-0.02138013697699303
2	55000001	55500000	-0.029666477655991785
2	55500001	56000000	-0.10439263285411739
2	56000001	56500000	-0.011780559638185984
2	56500001	57000000	-0.03861132840919026
2	57000001	57500000	-0.06191531087237624
2	57500001	58000000	-0.06517049075148446
2	58000001	58500000	-0.029249644816566053
2	58500001	59000000	-0.0390134562064197
2	59000001	59500000	-0.011754373060692802
2	59500001	60000000	0.027282587185032618
2	60000001	60500000	0.036675317424631995
2	60500001	61000000	0.024721897039480814
2	61000001	61500000	0.006138051674646074
2	61500001	62000000	-0.03180576981134604
2	62000001	62500000	0.0012755687389050402
2	62500001	63000000	0.014829269326244834
2	63000001	63500000	-0.0020743139511269965
2	63500001	64000000	0.0210288465939278
2	64000001	64500000	-0.0008739507206144283
2	64500001	65000000	0.04755310006344238
2	65000001	65500000	0.040507896125864265
2	65500001	66000000	0.046557118587699405
2	66000001	66500000	0.04729425643285553
2	66500001	67000000	-0.0034037776929416695
2	67000001	67500000	0.050665054000977885
2	67500001	68000000	0.021100195300898364
2	68000001	68500000	-0.005328353318660585
2	68500001	69000000	0.017799687739609885
2	69000001	69500000	0.07527269808736485
2	69500001	70000000	0.01787185289331505
2	70000001	70500000	0.007021349326743209
2	70500001	71000000	0.0623308724989449
2	71000001	71500000	0.020679466392562292
2	71500001	72000000	0.04322246010059739
2	72000001	72500000	0.03606841772185054
2	72500001	73000000	0.0061568772884463266
2	73000001	73500000	0.03280987931781874
2	73500001	74000000	0.02635286915074991
2	74000001	74500000	0.12407324951425858
2	74500001	75000000	0.018616272286560112
2	75000001	75500000	0.008005645689609736
2	75500001	76000000	-0.045501235881923834
2	76000001	76500000	-0.038779981774716074
2	76500001	77000000	-0.05902012337156619
2	77000001	77500000	-0.06597009784692605
2	77500001	78000000	-0.05959621644578104
2	78000001	78500000	-0.025906078627817894
2	78500001	79000000	-0.06078381227393896
2	79000001	79500000	-0.041483867623957255
2	79500001	80000000	-0.02633162625903144
2	80000001	80500000	-0.02140943731796763
2	80500001	81000000	-0.015358088821311271
2	81000001	81500000	-0.02832499732478635
2	81500001	82000000	-0.027047787547018354
2	82000001	82500000	-0.03539821559214529
2	82500001	83000000	-0.03269392631809818
2	83000001	83500000	-0.08070465155779535
2	83500001	84000000	-0.03341981929672668
2	84000001	84500000	-0.047594141516468916
2	84500001	85000000	-0.008877692964940755
2	85000001	85500000	-0.03256631783666574
2	85500001	86000000	0.005343509679902086
2	86000001	86500000	0.011334710358524217
2	86500001	87000000	-0.07633213676874825
2	87000001	87500000	-0.5940991844047967
2	87500001	88000000	
2	88000001	88500000	-0.4688710485336305
2	88500001	89000000	-0.015525088970802238
2	89000001	89500000	-0.230297961634172
2	89500001	90000000	
2	90000001	90500000	
2	90500001	91000000	
2	91000001	91500000	
2	91500001	92000000	
2	92000001	92500000	
2	92500001	93000000	
2	93000001	93500000	
2	93500001	94000000	
2	94000001	94500000	
2	94500001	95000000	
2	95000001	95500000	
2	95500001	96000000	0.024343335538562286
2	96000001	96500000	-0.4509033474296066
2	96500001	97000000	0.023849026794146834
2	97000001	97500000	0.007968063564608779
2	97500001	98000000	-0.1990208557209055
2	98000001	98500000	-0.43288970414330746
2	98500001	99000000	-0.0013160097488239834
2	99000001	99500000	-0.016139451028648697
2	99500001	100000000	-0.0583248772168331
2	100000001	100500000	-0.04291989945588435
2	100500001	101000000	0.0022347916270558095
2	101000001	101500000	-0.00560260347432527
2	101500001	102000000	-0.047939498609399715
2	102000001	102500000	-0.04170075000641543
2	102500001	103000000	0.0036490715195388367
2	103000001	103500000	0.01067741839204516
2	103500001	104000000	-0.06283834598049395
2	104000001	104500000	-0.05638535119076479
2	104500001	105000000	-0.04448090208760312
2	105000001	105500000	-0.029833435261366552
2	105500001	106000000	0.008468327966264035
2	106000001	106500000	0.013445924742351949
2	106500001	107000000	-0.0010074534336278543
2	107000001	107500000	-0.09891268386959158
2	107500001	108000000	-0.023257730424360534
2	108000001	108500000	-0.1094003802957449
2	108500001	109000000	-0.04442219932906417
2	109000001	109500000	-0.08130439340478239
2	109500001	110000000	0.13595151297597097
2	110000001	110500000	
2	110500001	111000000	-1.3467498205658055
2	111000001	111500000	-1.1057301219182334
2	111500001	112000000	0.001004714123094494
2	112000001	112500000	-0.38600809946499837
2	112500001	113000000	-0.1136084630164399
2	113000001	113500000	0.046948351338768894
2	113500001	114000000	0.020931526453863966
2	114000001	114500000	-0.058671838875691724
2	114500001	115000000	0.2179612789363802
2	115000001	115500000	0.19089729996979785
2	115500001	116000000	0.17116829622701793
2	116000001	116500000	0.17447318162964015
2	116500001	117000000	0.16832398783487654
2	117000001	117500000	0.17049067761231398
2	117500001	118000000	0.17289572674874099
2	118000001	118500000	0.2161991644086027
2	118500001	119000000	0.22979876670996116
2	119000001	119500000	0.23344008093239382
2	119500001	120000000	0.2681122974408223
2	120000001	120500000	0.2537800534052961
2	120500001	121000000	0.16148132477806781
2	121000001	121500000	0.3097728709586829
2	121500001	122000000	0.326444163012451
2	122000001	122500000	0.21861217925458368
2	122500001	123000000	0.245853748631856
2	123000001	123500000	0.20366883020973728
2	123500001	124000000	0.17577702960969493
2	124000001	124500000	0.1475028436850424
2	124500001	125000000	0.18766966744410313
2	125000001	125500000	0.2133392194981183
2	125500001	126000000	0.18021099663729195
2	126000001	126500000	0.1752532084238166
2	126500001	127000000	0.17644201943795265
2	127000001	127500000	0.21259645868197238
2	127500001	128000000	0.27110686673513507
2	128000001	128500000	0.18920112860148586
2	128500001	129000000	0.17189122145017796
